artwork_id,title,category,medium,date,height_cm,width_cm,image_url_template,collecting_institution,image_url_normalized
515b2a1938ad2d25a70002f9,Mademoiselle Contat,Print,Color stipple engraving,,,,https://d32dm0rphc51dk.cloudfront.net/PC4C6WCSolJpiGg7R-r5zw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/PC4C6WCSolJpiGg7R-r5zw/normalized.jpg
515b2a2205635113a50017ac,Young Man with a Statue of Cupid,Print,Mezzotint,,,,https://d32dm0rphc51dk.cloudfront.net/6-BAIBRBHIzdjDz5dU4uVw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/6-BAIBRBHIzdjDz5dU4uVw/normalized.jpg
515b2a2b38ad2d25a7000308,A Horseman Shooting a Turk from His Horse,Print,Mezzotint,,,,https://d32dm0rphc51dk.cloudfront.net/6OHLphCsgsUcjVlIo31nTw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/6OHLphCsgsUcjVlIo31nTw/normalized.jpg
515b2a4238ad2dfb2f000084,The Singer Building from Brooklyn Bridge,Print,Halftone offset lithograph,1914,,,https://d32dm0rphc51dk.cloudfront.net/ib9BOVzGzgfMJ51gAftL2w/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/ib9BOVzGzgfMJ51gAftL2w/normalized.jpg
515b2a4f9562c86fb800156f,Aldus Pius Manutius,Print,Engraving on vellum,,,,https://d32dm0rphc51dk.cloudfront.net/pNWS3XkSBsnWh5z8imRqDg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/pNWS3XkSBsnWh5z8imRqDg/normalized.jpg
515b2a9205635113a50017e9,The Descent from the Cross,Print,"Metalcut, hand-colored in yellow, red-brown lake, and green",1460/1480,,,https://d32dm0rphc51dk.cloudfront.net/e6q-F8ameaC83zae-jfLJg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/e6q-F8ameaC83zae-jfLJg/normalized.jpg
515b2aad223afaab8f000398,Genoa at the Giardino Durazzo al Zerbino,Print,Lithograph on chine colle,,,,https://d32dm0rphc51dk.cloudfront.net/iBzeg-gHtDOEfwOKZaxG0Q/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/iBzeg-gHtDOEfwOKZaxG0Q/normalized.jpg
515b2ab1223afaab8f00039f,Jean Baptiste Simeon Chardin,Print,Engraving and etching,,,,https://d32dm0rphc51dk.cloudfront.net/Uwm9E8e2wAUjnMnrvueV0Q/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/Uwm9E8e2wAUjnMnrvueV0Q/normalized.jpg
515b2adb9562c86fb80015a4,"Le chat, la balette et le petit lapin (The Cat, the Weasel, and the Rabbit)",Print,Hand-colored etching,published 1756,,,https://d32dm0rphc51dk.cloudfront.net/-f9LW4b6u2aBAYNQhP3Rcg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/-f9LW4b6u2aBAYNQhP3Rcg/normalized.jpg
515b2b1c223afa9b3e00015e,The Morning Bell,Print,Wood engraving,published 1873,,,https://d32dm0rphc51dk.cloudfront.net/UUB12Xxfv7TPrGhlOp1pUA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/UUB12Xxfv7TPrGhlOp1pUA/normalized.jpg
515b2b72223afa9b3e00018a,Les Cigarettes de camphre,Print,Lithograph on newsprint,1845,,,https://d32dm0rphc51dk.cloudfront.net/m2enaoCPcNDwX3uaZTHszw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/m2enaoCPcNDwX3uaZTHszw/normalized.jpg
515b2b88056351dc33001740,The Hearth (L'atre),Print,Color lithograph on china paper,1899,,,https://d32dm0rphc51dk.cloudfront.net/Bch1vf39JH1PrrNJfv4Mdg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/Bch1vf39JH1PrrNJfv4Mdg/normalized.jpg
515b2bc438ad2d25a7000402,"Bust of Mlle. Marcelle Lender, Turned Three Quarters (Mlle. Marcelle Lender en buste, de trois quartes)",Print,Lithograph in red on blue paper,1898,,,https://d32dm0rphc51dk.cloudfront.net/KFm0e4Z5plao5XvRhVRpSw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/KFm0e4Z5plao5XvRhVRpSw/normalized.jpg
515b2be19562c86fb8001651,The Times,Print,Hand-colored etching,probably 1783,,,https://d32dm0rphc51dk.cloudfront.net/GgaaLCYfRBsL1jON1WmgBQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/GgaaLCYfRBsL1jON1WmgBQ/normalized.jpg
515b2c0f223afa9b3e0001c7,Te Po (The Long Night),Print,Woodcut printed in black and gray by pola gauguin in 1921,1894/1895,,,https://d32dm0rphc51dk.cloudfront.net/Fgsq6MILH0Wvh4mMilPHOQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/Fgsq6MILH0Wvh4mMilPHOQ/normalized.jpg
515b2c28056351dc3300176e,Caida de un picador de su caballo debajo del toro (A Picador is Unhorsed and Falls under the Bull),Print,"Etching, burnished aquatint and drypoint [first edition impression]",in or before 1816,,,https://d32dm0rphc51dk.cloudfront.net/Ttn_I62Y-GuPSQ1OEGv6ug/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/Ttn_I62Y-GuPSQ1OEGv6ug/normalized.jpg
515b2c2f223afaab8f000465,Oceano Nox,Print,Lithograph in black,1895,,,https://d32dm0rphc51dk.cloudfront.net/VQkLEWhQDfPRFp01jMSS3Q/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/VQkLEWhQDfPRFp01jMSS3Q/normalized.jpg
515b2c47223afa9b3e0001e6,Head of Souliote (Tete de Souliote),Print,Etching and drypoint?,,,,https://d32dm0rphc51dk.cloudfront.net/NzIQyiWowbel8-W5CJnwxQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/NzIQyiWowbel8-W5CJnwxQ/normalized.jpg
515b2c56223afaab8f00047b,Crowned Man on a Throne with the Virgin Standing at the left,Print,Hand-colored woodcut,ca. 1479,,,https://d32dm0rphc51dk.cloudfront.net/WvZrTwJLtsdR-QHlGEe1yw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/WvZrTwJLtsdR-QHlGEe1yw/normalized.jpg
515b2c87223afaab8f0004a1,Te Arii Vahine (Lady of Royal Blood),Print,"Woodcut on japan paper, adhered along top and bottom edges to mount",in or after 1895,,,https://d32dm0rphc51dk.cloudfront.net/pA3KsXOwbJVJ7bzu7Aciiw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/pA3KsXOwbJVJ7bzu7Aciiw/normalized.jpg
515b2c9f223afa9b3e000224,The Triumph of Julius Caesar [no.7 and 8 plus 2 columns],Print,Chiaroscuro woodcut,1599,,,https://d32dm0rphc51dk.cloudfront.net/PUru4wggqQ25lNJo6UQc-w/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/PUru4wggqQ25lNJo6UQc-w/normalized.jpg
515b2cc1223afaab8f0004c7,Polygonatum multiflorum Monch,Print,Nature print//dried &amp; pressed plant is rolled between a copper &amp; lead plate; lead plate is electroplated &amp; printed intaglio,1856,,,https://d32dm0rphc51dk.cloudfront.net/aqhMvE78hx9SWkAMQMDp0Q/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/aqhMvE78hx9SWkAMQMDp0Q/normalized.jpg
515b2d1705635113a5001934,Study,Print,Lithotint,1878,,,https://d32dm0rphc51dk.cloudfront.net/x3vHEtaNzpe24I3hlKJDpA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/x3vHEtaNzpe24I3hlKJDpA/normalized.jpg
515b2d1a9562c86fb80016cf,The Supper at Emmaus (second plate),Print,Drypoint,1910,,,https://d32dm0rphc51dk.cloudfront.net/_Fg2u6iLV6dVSE0VR4jOsQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/_Fg2u6iLV6dVSE0VR4jOsQ/normalized.jpg
515b2d2d056351dc330017d1,Ecce Homo,Print,"Woodcut, with contemporary hand-coloring",ca. 1440/1450,,,https://d32dm0rphc51dk.cloudfront.net/swoLH2KCfjIQSR44-8cbbw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/swoLH2KCfjIQSR44-8cbbw/normalized.jpg
515b2d36223afa9b3e00025a,Descent into Limbo,Print,Hand-colored woodcut,ca. 1490,,,https://d32dm0rphc51dk.cloudfront.net/Pl-aF5AEiBGdWxCFa8TJOg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/Pl-aF5AEiBGdWxCFa8TJOg/normalized.jpg
515b2d529562c8fee2001693,Untitled (Experimental Plate - Aquatint),Print,Aquatint,1890,,,https://d32dm0rphc51dk.cloudfront.net/UhPNwfh73mJJG_wuFyDuzw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/UhPNwfh73mJJG_wuFyDuzw/normalized.jpg
515b2d8705635113a500194a,"Stellar's Jay, Lapland Longspur and Female",Print,Color etching,,,,https://d32dm0rphc51dk.cloudfront.net/UtEIvGyIP8WZwkrIxI0_Bw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/UtEIvGyIP8WZwkrIxI0_Bw/normalized.jpg
515b2d9c223afa9b3e0002b1,"Marie-Antoinette, Dauphine",Print,Crayon-manner engraving,,,,https://d32dm0rphc51dk.cloudfront.net/9UrvRi5kGWAvQ8_ucvIkkA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/9UrvRi5kGWAvQ8_ucvIkkA/normalized.jpg
515b2d9d9562c86fb8001712,Le retour a la vertu,Print,Color aquatint and stipple with etching,,,,https://d32dm0rphc51dk.cloudfront.net/pLQMowoDCY1SjllIfMZlVQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/pLQMowoDCY1SjllIfMZlVQ/normalized.jpg
515b2e299562c8fee20016de,Saint Ursula as Protectress,Print,"Metalcut, hand-colored in light green, flesh, and rose",in or after 1480,,,https://d32dm0rphc51dk.cloudfront.net/ZoL_88_Y69KbJ480G4BCPg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/ZoL_88_Y69KbJ480G4BCPg/normalized.jpg
515b2e2a9562c8fee20016e5,Le concert agreable,Print,Engraving and etching,,,,https://d32dm0rphc51dk.cloudfront.net/XDi8oS_zKhrbFs57ZkQCoA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/XDi8oS_zKhrbFs57ZkQCoA/normalized.jpg
515b2e4b056351dc33001851,Le confessional,Print,Engraving and etching,1777,,,https://d32dm0rphc51dk.cloudfront.net/MwyWTNRr9zF7vBsA1XuIYg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/MwyWTNRr9zF7vBsA1XuIYg/normalized.jpg
515b2e6b223afaab8f0005a7,"Pier of Bercy (Embarcadere, quai de Bercy)",Print,Etching and drypoint in brown,1891,,,https://d32dm0rphc51dk.cloudfront.net/KSauQzP2T6356gpgFkalMQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/KSauQzP2T6356gpgFkalMQ/normalized.jpg
515b2e729562c8fee200174a,"Yahne and Mayer in ""L'age difficile"" (Yahne et Mayer dans ""L'age difficile"")",Print,Lithograph in olive green,1895,,,https://d32dm0rphc51dk.cloudfront.net/3sPoXjrEopL2fWufkZm4mg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/3sPoXjrEopL2fWufkZm4mg/normalized.jpg
515b2e8738ad2dfb2f000280,El famoso Martincho poniendo banderillas al quiebro (The Famous Martincho Places the Banderillas Playing the Bull with the Movement of His Body),Print,"Etching, burnished aquatint, drypoint and burin [first edition impression]",in or before 1816,,,https://d32dm0rphc51dk.cloudfront.net/vwAZXU5uPQk5Sz6jIjXRzg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/vwAZXU5uPQk5Sz6jIjXRzg/normalized.jpg
515b2ea538ad2dfb2f00029d,Saint Martin and the Beggar,Print,Hand-colored woodcut,ca. 1490,,,https://d32dm0rphc51dk.cloudfront.net/DLMRr3peBJ2WmuNKjDqhwg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/DLMRr3peBJ2WmuNKjDqhwg/normalized.jpg
515b2eb4223afa9b3e000344,Rouen,Print,Wood engraving,1888,,,https://d32dm0rphc51dk.cloudfront.net/0ZOHTh8DkmsL0Ytqpybj3g/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/0ZOHTh8DkmsL0Ytqpybj3g/normalized.jpg
515b2f1d38ad2d25a70005a7,Mary Magdalene in Meditation (Madeleine en meditation),Print,Cliche-verre,1858,,,https://d32dm0rphc51dk.cloudfront.net/3ipAzbqELWFT_ajuk_epWQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/3ipAzbqELWFT_ajuk_epWQ/normalized.jpg
515b2f2c223afa9b3e00036f,La Rose mal defendue (The Poorly Defended Rose),Print,Etching and engraving in black,1791,,,https://d32dm0rphc51dk.cloudfront.net/5DO4yg69dmxPOTulqbpcGw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/5DO4yg69dmxPOTulqbpcGw/normalized.jpg
515b2f2d9562c8fee20017a3,A qui le tour?,Print,Gillotype on newsprint,1870,,,https://d32dm0rphc51dk.cloudfront.net/AdGl-B41ZiyM9aBmT-Oabw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/AdGl-B41ZiyM9aBmT-Oabw/normalized.jpg
515b2f3805635113a5001a0e,Town Gate with Country Houses,Print,Etching retouched with engraving,published in or before 1676,,,https://d32dm0rphc51dk.cloudfront.net/I9dHOwHZWyTq5w5aFozJ1w/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/I9dHOwHZWyTq5w5aFozJ1w/normalized.jpg
515b2f3c05635113a5001a15,Female Nude Reclining (Femme nue couchee),Print,Color etching on japan paper,1906,,,https://d32dm0rphc51dk.cloudfront.net/X1pQ9LM-BrxzyRq1YJ_MyA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/X1pQ9LM-BrxzyRq1YJ_MyA/normalized.jpg
515b2f6438ad2dfb2f0002e8,Avantages des terrasses italiennes...,Print,Lithograph on newsprint,1846,,,https://d32dm0rphc51dk.cloudfront.net/ukszkIxrhhO3ZMYr-7lBlQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/ukszkIxrhhO3ZMYr-7lBlQ/normalized.jpg
515b2f82223afa9b3e000394,Notre dernier gateau des rois,Print,Gillotype on newsprint,1872,,,https://d32dm0rphc51dk.cloudfront.net/9gDlO4uHSFj_HD030f_cfA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/9gDlO4uHSFj_HD030f_cfA/normalized.jpg
515b2f8838ad2d25a70005c6,The Triumph of Julius Caesar [no.3 and 4 plus 2 columns],Print,Chiaroscuro woodcut,1599,,,https://d32dm0rphc51dk.cloudfront.net/Msf74OftZ_fPV8RvSsJPxA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/Msf74OftZ_fPV8RvSsJPxA/normalized.jpg
515b2f9b05635113a5001a4f,The Sacred Monogram,Print,"Woodcut, hand-colored in orange-red and gray-blue",ca. 1500,,,https://d32dm0rphc51dk.cloudfront.net/_JP2BRyjgcxAE7DfkPm1Ww/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/_JP2BRyjgcxAE7DfkPm1Ww/normalized.jpg
515b2faa056351dc33001938,The Pietà,Print,"Woodcut in brown, hand-colored in yellow ochre, green, rose, and gold",1485/1490,,,https://d32dm0rphc51dk.cloudfront.net/2-2xV5Ia-7YFqZArE694qw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/2-2xV5Ia-7YFqZArE694qw/normalized.jpg
515b2fc1223afaab8f00063e,Summer by the Lakeside,Print,Wood engraving,1883,,,https://d32dm0rphc51dk.cloudfront.net/eDCWycI056Y1opNDymJQ4g/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/eDCWycI056Y1opNDymJQ4g/normalized.jpg
515b2fc5223afaab8f000645,Turdus Poecilopterus (Aztec Thrush),Print,Hand-colored lithograph,,,,https://d32dm0rphc51dk.cloudfront.net/i3n95ZTNo5Pdo_1ndVT0Vg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/i3n95ZTNo5Pdo_1ndVT0Vg/normalized.jpg
515b2fd638ad2d25a70005f1,Croyez-moi! prenez mon bras...,Print,Lithograph on newsprint,,,,https://d32dm0rphc51dk.cloudfront.net/z4ZsNcYBen7msPB83cozsQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/z4ZsNcYBen7msPB83cozsQ/normalized.jpg
515b301638ad2d25a700062c,The Corsican Spider in his Web,Print,Hand-colored etching,published 1808,,,https://d32dm0rphc51dk.cloudfront.net/OmzBY_luyeIjbJRdY-5m9Q/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/OmzBY_luyeIjbJRdY-5m9Q/normalized.jpg
515b301f223afa9b3e0003ee,Recherche infructueuse de la planète Leverrier,Print,Lithograph on newsprint,1846,,,https://d32dm0rphc51dk.cloudfront.net/7hS6Vk5tLzY3xKBrFyUQSg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/7hS6Vk5tLzY3xKBrFyUQSg/normalized.jpg
515b30299562c86fb8001833,Compassion,Print,,1552,,,https://d32dm0rphc51dk.cloudfront.net/Juqan7NwsnHiMzwzTys-lQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/Juqan7NwsnHiMzwzTys-lQ/normalized.jpg
515b303d9562c86fb8001841,Urocissa cucullata,Print,Hand-colored lithograph,probably 1850/1883,,,https://d32dm0rphc51dk.cloudfront.net/PGBjTcwxIjLfx9CvSq3pJg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/PGBjTcwxIjLfx9CvSq3pJg/normalized.jpg
515b304a056351dc33001995,Four Emblems for the Funeral of Prince Francesco de Medici,Print,4 etchings on one sheet of laid paper [restrikes],,,,https://d32dm0rphc51dk.cloudfront.net/Ypr-UNg81SS-il0lw8RkjQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/Ypr-UNg81SS-il0lw8RkjQ/normalized.jpg
515b305f38ad2dfb2f000348,Carte-de-viste with Horseman (La Carte de visite au cavalier),Print,Cliche-verre,1853,,,https://d32dm0rphc51dk.cloudfront.net/iThZBOc4iQq-YSxqn22L6A/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/iThZBOc4iQq-YSxqn22L6A/normalized.jpg
515b3062223afaab8f000684,Saint James the Greater,Print,"Woodcut in brown, hand-colored in red lake, blue, green, yellow, gold, and orange",1480/1490,,,https://d32dm0rphc51dk.cloudfront.net/NAm3D-UZeove9mVZE6yXIA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/NAm3D-UZeove9mVZE6yXIA/normalized.jpg
515b306538ad2dfb2f000353,The Comedy of Death,Print,Lithograph on india paper,1854,,,https://d32dm0rphc51dk.cloudfront.net/6iGqPgUkHsFYOIW_OGwe1Q/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/6iGqPgUkHsFYOIW_OGwe1Q/normalized.jpg
515b30c638ad2dfb2f000384,"Venus Aphrodite, by Alcamanes",Print,Lithograph [proof before letters],published 1829,,,https://d32dm0rphc51dk.cloudfront.net/LxJYz0ZZMXhqJ2HoZQdR7g/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/LxJYz0ZZMXhqJ2HoZQdR7g/normalized.jpg
515b30d638ad2d25a700068b,George Duke of Buckingham with his Brother Francis,Print,Mezzotint,1752,,,https://d32dm0rphc51dk.cloudfront.net/fT2Yf1x2jv69XkXllmcLeg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/fT2Yf1x2jv69XkXllmcLeg/normalized.jpg
515b30e938ad2dfb2f0003a1,Village with Pond,Print,Transfer technique (aquatint?) and roulette with burnished highlights,ca. 1782,,,https://d32dm0rphc51dk.cloudfront.net/gW5kw6Sm3r89Mqoc3xi-eg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/gW5kw6Sm3r89Mqoc3xi-eg/normalized.jpg
515b312138ad2dfb2f0003c7,Les devineresses (The Fortune-Tellers),Print,Hand-colored etching,published 1756,,,https://d32dm0rphc51dk.cloudfront.net/X9FbhCo-3v2EtcZMdcQJ5w/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/X9FbhCo-3v2EtcZMdcQJ5w/normalized.jpg
515b31589562c86fb80018a9,Three Marys at the Tomb,Print,Hand-colored woodcut,,,,https://d32dm0rphc51dk.cloudfront.net/WKcsUamj5Ss4fSlK6LeX_Q/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/WKcsUamj5Ss4fSlK6LeX_Q/normalized.jpg
515b316d9562c8fee20018b8,The Presentation in the Temple (The Circumcision),Print,Chiaroscuro woodcut in black [trial proof of key block],1739,,,https://d32dm0rphc51dk.cloudfront.net/dHZYTcZmSgZcMamUncjwNw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/dHZYTcZmSgZcMamUncjwNw/normalized.jpg
515b317b223afa9b3e000485,"Catherine, Lady Bampfylde",Print,Mezzotint,,,,https://d32dm0rphc51dk.cloudfront.net/QZldYLL5Ej4CxqEZTuKf5A/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/QZldYLL5Ej4CxqEZTuKf5A/normalized.jpg
515b31a1223afaab8f000772,Avis aux amateurs,Print,Gillotype on newsprint,1871,,,https://d32dm0rphc51dk.cloudfront.net/-uVs2qjjK9DS6oZ3_OfcVg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/-uVs2qjjK9DS6oZ3_OfcVg/normalized.jpg
515b31ae9562c86fb8001949,The Nativity,Print,"Metalcut, hand-colored in yellow, red-brown lake, and green",ca. 1470/1480,,,https://d32dm0rphc51dk.cloudfront.net/Fl6zpSxkeUOoLZMEXa-n3A/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/Fl6zpSxkeUOoLZMEXa-n3A/normalized.jpg
515b31bf38ad2dfb2f00043e,The Small Pony from Calmese (Le petit poney de Calmèse),Print,Lithograph in dark brown on velin paper,1899,,,https://d32dm0rphc51dk.cloudfront.net/xjSr5nc60Pp4kVKgTa1Apg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/xjSr5nc60Pp4kVKgTa1Apg/normalized.jpg
515b31c0223afa9b3e0004c6,Effigy of St. Jerome,Print,Etching and engraving on laid paper [restrike],1619,,,https://d32dm0rphc51dk.cloudfront.net/K5TsS52p-59HmBvfiINoWQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/K5TsS52p-59HmBvfiINoWQ/normalized.jpg
515b31ca38ad2dfb2f00044d,Orphans (Les orphelins (?)),Print,Etching and drypoint?,,,,https://d32dm0rphc51dk.cloudfront.net/hx4FMTuAD_tFHozaj7kLfg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/hx4FMTuAD_tFHozaj7kLfg/normalized.jpg
515b31ce9562c8fee200190c,The Logger-head Turtle (Testudo Cavanna),Print,Hand-colored etching,published 1731-1743,,,https://d32dm0rphc51dk.cloudfront.net/hQJjcnUVPvA8HURd-9k5mQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/hQJjcnUVPvA8HURd-9k5mQ/normalized.jpg
515b31d338ad2d25a700071c,Juno Lucina,Print,Lithograph [proof before letters],published 1829,,,https://d32dm0rphc51dk.cloudfront.net/RZXVJ9mqVouZ9mwh1UKJQw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/RZXVJ9mqVouZ9mwh1UKJQw/normalized.jpg
515b31ee223afaab8f000791,Three Hungarians,Print,Etching on laid paper [restrike],,,,https://d32dm0rphc51dk.cloudfront.net/W0fkkq1sjgsax9CIBLlhgg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/W0fkkq1sjgsax9CIBLlhgg/normalized.jpg
515b31f805635113a5001b76,Gardeuse d'oies nue (Nude Goose Girl),Print,Lithograph (zinc),ca. 1897,,,https://d32dm0rphc51dk.cloudfront.net/Ez2SIo-THmHQDPPzErBqrg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/Ez2SIo-THmHQDPPzErBqrg/normalized.jpg
515b31ff38ad2d25a7000741,Mlle. Lender and Baron (Mlle. Lender et Baron),Print,Lithograph in olive green,1893,,,https://d32dm0rphc51dk.cloudfront.net/dza33gnSMzUd83YKFegElg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/dza33gnSMzUd83YKFegElg/normalized.jpg
515b323b223afaab8f0007d0,The Sucking Fish (Echeneis Naucratis),Print,Hand-colored etching,published 1731-1743,,,https://d32dm0rphc51dk.cloudfront.net/4dHGvEZxF65FIUPOIc8_RQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/4dHGvEZxF65FIUPOIc8_RQ/normalized.jpg
